Name,Type,Website,Location,City,Hours,Comments,How to Help This Business,Dine-In,Outdoor Dining,Outdoor Recreation,Outdoor Retail,Outdoor Services,Gift Cards,Delivery,Take-Out,Order Online,NoCoNosh,DoorDash,GrubHub,Postmates,Bottles,Cans,Crowlers,Growlers,Product Options,Availability,meta_row_index,meta_row_id,GPS Location
Little on Mountain,Restaurant/Bar,http://www.facebook.com/littleonmountain/,1046 W Mountain Ave,Fort Collins,Monday:  CLOSED  Tuesday:  8:00 AM - 11:00 AM  4:00 PM - 9:00 PM  Wednesday:  8:00 AM - 11:00 AM  4:00 PM - 9:00 PM  Thursday:  8:00 AM - 11:00 AM  4:00 PM - 9:00 PM  Friday:  8:00 AM - 11:00 AM  4:00 PM - 9:00 AM  Saturday:  8:00 AM - 11:00 AM  4:00 PM - 9:00 PM  Sunday:  8:00 AM - 11:00 AM  4:00 PM - 9:00 PM,Family style meals available,How to help this business:,,true,,,,true,true,true,,,,,,,,,,Gift Cards,"Delivery, Outdoor Dining, Take-Out",242,65ba4ac64a58dee6d7f71555db39b2c17dbe544b,POINT (-105.095571 40.587208)
Action Signs,Business & Professional,,1413 Webster Ave,Fort Collins,,Contact us at 970-223-2124. An essential business and they are open to serve the community. Hours are 8 am to 5 pm,,,,,,,,,,,,,,,,,,,,,4,62c6931c18b97b30d89d7edc3fb97d600a050aa0,POINT (-105.050879 40.587904)
Old Town Acupuncture,Health & Wellness,http://www.oldtownacupuncture.com,723 Cherry St.,Fort Collins,N/A,https://www.facebook.com/OldTownFort/,Purchase online,,,true,,,true,true,true,,,,,,,,,,Gift Cards,"Delivery, Outdoor Recreation, Take-Out",295,b1529cdb7c2b70603313d2d9d8a1847d26a67cbd,POINT (-105.08886100000001 40.592219)
Encompass,Business & Professional,,"1236 E Elizabeth St, Ste 2",Fort Collins,,"Contact us at 970-215-4458. Can help establish best practices, HIPAA compliance, general IT security, and workflow processes. Contact Joseph Harmon at 970-215-4458  or jharmon@encompasshds.com",,,,,,,,,,,,,,,,,,,,,126,ff7ddd2ff4fc0368e1e6703980e8333c3ff6bea9,POINT (-105.053904 40.574211)
Facette Medical Spa and Hair Experience,Health & Wellness,https://www.facettemedicalspa.com/,"1100 Haxton Dr, Unit 100, 6",Longmont,phone order only,https://www.facebook.com/facettemedspa/,"Purchase online, or prepay for services.",,,true,,,true,true,,,,,,,,,,,Gift Cards,"Delivery, Outdoor Recreation",136,8f770159ab86460bc89da3bd0f2cbca121351d06,
Mindstream Yoga,Temporarily Closed,https://www.mindstreamyoga.com/,2733 Council Tree Ave #129,Fort Collins,TEMPORARILY CLOSED,https://www.facebook.com/MindstreamYoga/,Make a purchase from us,,,,,,true,,,true,,,,,,,,,Gift Cards,Order Online,268,0085cf0633ea46b8b4643035475e0a12d3cfa06a,POINT (-105.025024 40.525527)
Sammie's Lucky 27 Barbershop & Social Club,Health & Wellness,http://www.lucky27barbershop.com,"1205 W Elizabeth St, Suite F",Fort Collins,Mon: Closed  Tue: 09:30 am - 07:00 pm  Wed: 09:00 am - 05:00 pm  Thu: 09:30 am - 07:00 pm  Fri: 09:30 am - 07:00 pm  Sat: 09:00 am - 05:00 pm  Sun: Closed,,https://squareup.com/gift/8NF1RJAPKR0R9/order,,,,,,true,,,,,,,,,,,,Gift Cards,,359,3176764fbe07e1fe654b985d9bfec776c1d18118,POINT (-105.097523 40.574649)
Colorado In Motion,Health & Wellness,,,Fort Collins,,"Contact us at 970-221-1201. If you are suffering from pain, we can help. Your visit can be in person or from the comfort of your home with telehealth.",,,,,,,,,,,,,,,,,,,,,79,b42c7dde34581cc0a86451f2e9cf77f9e61a18e8,POINT (-105.082459 40.588972)
Illustrated Light Gallery,,,325 Lincoln Ct,Fort Collins,,,,,,,,,,,,,,,,,,,,,,,195,b9426b1ea2e53651ea00f49eb36be7adfe10b484,POINT (-105.046445 40.584103)
Tornado Roofing & Gutters,Business & Professional,,1521 47th Ave,Greeley,,Contact us at 970-581-1453. Open for business and our hours are the same -Monday-Friday; 8 a.m.-6 p.m. We have hand sanitizer in each truck as always and we are taking extra precautions as to the number of employees on the roof.,,,,,,,,,,,,,,,,,,,,,438,5d0e2e4df343830e3cc54e182230c4ff8ee232a7,POINT (-104.756304 40.412255)
Williamson and Co. P.C.,Business & Professional,,"125 S Howes St, 7th Floor",Fort Collins,,"Contact us at 970-482-2272. Continues to provide comprehensive tax accounting services including tax preparation, SBA loan application assistance, tax planning, and more. As your trusted financial advisor, we're determined to deliver the powerful accounting strategies you need to keep your real estate business moving forward. Call our Fort Collins, CO CPA firm now at 970-482-2272 or request a free consultation online.",,,,,,,,true,,true,,,,,,,,,,"Delivery, Order Online",475,f06abd5ebcff99962ca843aa2c3db181a88a369b,POINT (-105.080672 40.586033)
Thai Pepper,Restaurant/Bar,http://www.thaipepperfc.com,109 E Laurel St,Fort Collins,Mon-Sat 11am - 9pm Sun 12pm-9pm,(970) 221-3260,,,,,,,true,true,true,,,,true,,,,,,Gift Cards,"Delivery, GrubHub, Take-Out",401,bf7fa1675112735f64f053e57b08808be3e9e0b6,POINT (-105.076588 40.578083)
CrossCountry Mortgage,Financial,,"2108 Milestone Dr, Ste 200",Fort Collins,,Contact us at 970-632-2972. Considered an essential business and is still fully operating under social distancing guidelines. For more information or to reach out to a Loan Officer please click here.,,,,,,,,,,,,,,,,,,,,,94,87c3c6608435c0e4ecb32dbb5c8397e53bb00cdb,POINT (-105.038707 40.525044)
Silvermine Subs,Restaurant/Bar,https://www.silverminesubs.com/our-menu/,1281 E Magnolia St,Fort Collins,,1$ delivery charge!,,,,,,,,true,,,true,true,,true,,,,,,"Delivery, DoorDash, NoCoNosh, Postmates",370,98fd0ee11aaa8d645fcecd041fad22c27a59e6e9,POINT (-105.055359 40.584376)
Coopersmith's (Pub and Poolside),Restaurant/Bar,https://coopersmithspub.com/,5 Old Town Sq,Fort Collins,Pubside: Open,Pubside: Sun. -Thurs:11am - 9pm Friday & Sat.: 11am - 10pm. Poolside: Temporarily Closed,,,,,,,,,,,,,,,,,,,,,90,5dbbbc9e1c8f916d4144996f0c926e6d9f85ece2,POINT (-105.075901 40.587605)
Next Door American Eatery,Restaurant/Bar,http://www.nextdooreatery.com/location/location-fortcollins/,100 N College Ave,Fort Collins,Tuesday: Closed Wednesday: 11AM-10PM Thursday: 11AM-10PM Friday: 11AM-11PM Saturday: 11AM-11PM Sunday: 11AM-9PM Monday: Closed,"Contact us at 970- 568-8869. Open for dine in, take out, online order: sun - thur 11 - 9 / fri + sat 11 - 10   happy hour daily 2:30-5:30 + all day wednesdays  what to expect when you come in: join the waitlist via our app or by calling us, we'll text ya when your table is ready.   once you're at your table, snap the qr code on your table with your device and download our APP.  you'll order + pay for your food all from your phone, making note of your table number.   sit back + relax, when your order is ready, we'll bring it to your table.   need another MARG or MAPLE-SOY BBQ PORK BELLY WRAP? simply place another order!  we are a cashless restaurant credit / debit only",How to help this business:,,true,,,,,true,true,true,,true,,,,,,,,"Delivery, DoorDash, Order Online, Outdoor Dining, Take-Out",284,bfa64ed0df834295e4660696d8970bd5dde0398f,POINT (-105.076918 40.587415)
The Fox & The Crow Cheese Shop and Bistro,Restaurant/Bar,https://www.thefoxandthecrow.net/,2601 S. Lemay Ave Unit 9,Fort Collins,Tues-Sat 11am-7pm,"Contact us at 970-999-2229. Open for patio dining & easy retail. At this time we are no longer offering in-house dining. If the weather is nice, however, we will welcome you to the patio. There is no service on the patio but you are always welcome to eat your takeout there! You can order a number of our items online and set a pick up date and time, its a time saver and you can pick it up curbside! Sunday & Monday CLOSED, Tues.,Wed. & Thurs. 11a-6p, Friday & Saturday 11a-7p",,,,,,,true,,true,true,true,,,,,,,,Gift Cards,"NoCoNosh, Order Online, Take-Out",416,d7e75d54993a0d86b8b46569e08ddedd9a51f8bf,POINT (-105.057988 40.550709)
TOPO Designs,,,130B S. College Ave.,Fort Collins,,,,,,,,,,,,,,,,,,,,,,,396,7edaaa6c5180af9d9b048b842641afa0243044d0,POINT (-105.076922 40.586248)
Watchdog Automotive,,,153 N College Ave,Fort Collins,,,,,,,,,,,,,,,,,,,,,,,465,5e5fd5bcef3e6dfabd9368d65c3de668e3148760,POINT (-105.077063 40.588255)
RC Auto Detail & Carpet Cleaning FOCO,Auto,,428 Maple St,Fort Collins,,"Contact us at 970-373-3336. Open for business Monday-Saturday 8-5pm and by appointment on Sundays. We are offering free ozone treatment for all vehicles to kill viruses, odors, bacteria, mold and mildew, the process takes about 30 minutes. We also offer a commercial sanitizer added to all of our home and office carpet cleaning, as well as vehicle interiors and all upholstery, at no additional charge. We do rent our ozone machines out for $50 for 12 hours or $75 for 24 hours. We have been designated as an essential business and we are here to give your family, co-workers, employees, and customers a piece of mind by offering our sanitizing and disinfecting of all the surfaces you touch and live with everyday.",,,,,,,,,,,,,,,,,,,,,333,a33db39e976a5122b7c245165be2b96cbed24726,POINT (-105.083945 40.59082300000001)
The Welsh Rabbit,Restaurant/Bar,http://www.thewelshrabbit.com/contact,200 Walnut St B,Fort Collins,Monday - Thursday: 12pm - 9pm  Friday: 12pm - 10pm  Saturday: 11am - 10pm,,How to help this business:,,true,,,,,,,,,,,,,,,,,Outdoor Dining,428,7d6735a91a96710c48a8c342307cf27d60c59045,POINT (-105.076488 40.588845)
Wadoo Home and Gifts,Retail,http://www.wadoogifts.com,200 S College Ave Unit 150,Fort Collins,10 to 6 daily; 11 to 5 Sunday,,"Try our Contactless Window Shopping for completely safe shopping! Order anything for curbside delivery with payment over the phone or on our front-porch, outside pay terminal. Find us online at wadoogifts.com!   We also offer curbside delivery of anything ordered over the phone on in an email, inside store shopping, and online ordering on Fort Collins Marketplace.",,,,true,,true,,,true,,,,,,,,,Gift Cards,"Order Online, Outdoor Retail",460,28fe76b330faef6b6268ce5f784d36fbc0cad7db,POINT (-105.076925 40.585401)
Everyday Joe's,Restaurant/Bar,http://www.everydayjoes.org/home,144 S Mason,Fort Collins,M-Th 7AM-7PM | Fr 7AM-6PM | Sat 8AM-5PM | Sun CLOSED,,How to help this business:,,true,,,,,,,,,,,,,,,,,Outdoor Dining,131,403c37437dd73f8074e0d380bebf355059f3c4e4,POINT (-105.078859 40.586014)
C&C Liqour,Liquor Store,https://candcliquorfortcollins.com/,1501 W Elizabeth St.,Fort Collins,9am-11:59pm,"Own android/ios app, free delivery with code WINTER",,,,,,,,true,true,true,,,,,,,,,,"Delivery, Order Online, Take-Out",47,628e01c444e8477737474df98b7ef46590693d62,POINT (-105.103325 40.574604)
Anytime Fitness,,,814 West Drake Road,Fort Collins,,,,,,,,,,,,,,,,,,,,,,,15,a6f5b6ffdb48da37b13c7e3c4a1ac89847dbda9a,POINT (-105.091797 40.552759)
Garbanzo Mediterranean Fresh,Restaurant/Bar,http://www.eatgarbanzo.com,100 W Troutman Pkwy STE 120,Fort Collins,11am-8pm,,How to help this business:,,true,,,,true,true,true,true,,,true,true,,,,,Gift Cards,"Delivery, GrubHub, Order Online, Outdoor Dining, Postmates, Take-Out",163,c8a83190e3133950ba9cfeea43f3157830b4ae04,POINT (-105.0776 40.528658)
Ink Works,"Construction, Trades & Landscaping",https://www.inkworksfc.com/,2217 Airway Ave,Fort Collins,9 am - 5 pm Monday - Friday,,Order your holiday printing needs online.,,,,,,,true,,true,,,,,,,,,,"Delivery, Order Online",200,7f216d99ada9758a097f1f9840a73f5086d95b26,POINT (-105.035748 40.582675)
Chipotle,Restaurant/Bar,https://www.chipotle.com/,2120 E Harmony Rd,Fort Collins,,,,,,,,,,true,,,,true,,true,,,,,,"Delivery, DoorDash, Postmates",68,62453f7e234b35bac5e0ebae48818728cb845a17,POINT (-105.036928 40.523376)
Charco Broiler,Restaurant/Bar,,1716 E. Mulberry Street,Fort Collins,,"Contact us at 970-482-1472. We're OPEN for DINE-IN, take-out, delivery, and patio seating (if its nice out). :New Hours: Monday - Closed Tuesday - 11am to 8pm Wednesday  - 11am to 8pm Thursday - 11am to 8pm Friday - 11am to 9pm Saturday  - 8:30am to 9pm Sunday - 8:30am to 8pm",,,,,,,,true,true,,,,,,,,,,,"Delivery, Take-Out",62,8e5789e58be97d7e6340f30d8fa00fd349775f3e,POINT (-105.045943 40.581273)
Happy Lucky's Teahouse,Restaurant/Bar,http://www.happyluckys.com,Old Town at  236 Walnut St and Front Range Village at 2720 Council Tree Ave #166,Fort Collins,Old Town 10am-6pm Daily and Front Range Village 19am-6pm Monday-Saturday,(970) 689-3417. Now offering Boba tea at our Front Range Village location. Boba delivery with NoCo Nosh.,,,,,,,true,,true,,true,,,,,,,,Gift Cards,"NoCoNosh, Take-Out",178,169ecf1d897586029ef2c9f0c99277d788ae3e61,
Mulberry Max,Liquor Store,https://www.mulberrymax.com,460 S College Ave g,Fort Collins,10am-6pm,"12-6 Delivery $25 min,  call (970) 484-8795",,,,,,,,true,true,,,,,,,,,,,"Delivery, Take-Out",277,28c6ba7ceb322365649788608beedbf322215a3c,POINT (-105.076959 40.58217)
Turtle Mountain Fermentery,Brewery,http://www.turtlemountainfermentery.com,"513 N Link Lane, Unit C",Fort Collins,,Delivery 7 days a week order through our website - Curbside Pick up Thursday - Sunday 1-4pm call/text 720-446-6170,,,,,,,true,true,true,,,,,,,true,true,true,"Cans, Crowlers, Gift Cards, Growlers","Delivery, Take-Out",443,2183c35ad80e910e43eb0ef9d94fea2c30797347,POINT (-105.050141 40.591665)
Disabled Resource Services,"Family, Community, and Non-Profit",,"1017 Robertson Street, Unit B",Fort Collins,,"Contact us at 970-482-2700, 970-593-6582. The Fort Collins office medical equipment Loan Closet rental program is open by appointment only (the Loveland Loan Closet is closed, reopening February 1, 2021). To rent from the Fort Collins office, please call 970-482-2700 to make an appointment to pick up (or drop off) equipment. When you call, please let us know what equipment you would like. If you leave a message, we will get back to you within 24 hours. We will set up all logistics for the equipment over the phone so when we meet you in person, it is a very easy process",,,,,,,,,true,,,,,,,,,,,Take-Out,111,c8ae63dc54486e051bb5e74537eadaae8249eec4,POINT (-105.058911 40.573407)
Makerfolk,Retail,http://www.makerfolk.com/,144 N College Ave,Fort Collins,7am-5pm,,"We would love for you to follow us on Instagram and Facebook @makerfolk, shop online or in-person with us (free local deliveries and pick up also available) and share our info with as many friends, customers, family and people that you know!",,,,,,true,true,,true,,,,,,,,,Gift Cards,"Delivery, Order Online",254,da4cf25466fe70c3d24871b3d8e5844a24452228,POINT (-105.07692 40.58797)
Kilwins Chocolates & Ice Cream,Restaurant/Bar,https://www.kilwins.com/stores/kilwins-fort-collins,114 S College Ave,Fort Collins,970-221-9444,"Contact us at 970-221-9444. Kilwins Fort Collins is open for business! We are open to the public. We have a few ways to connect you to the sweets:   1.Come in the shop, with your mask on, and order what you want. 2.Delivery of our most popular items with NoCo Nosh, our homegrown delivery service 3.Delivery of anything else, just call the shop, and we'll get you what you need. 4.Drive into Old Town, and we'll bring your purchase to your car. Call the shop to set that up.",,,,,,,,true,,,true,,,,,,,,,"Delivery, NoCoNosh",227,7c4b65d53266fced63f83052b677dec4de3c90ff,POINT (-105.076922 40.586522)
Points West Community Bank,Financial,,3227 S Timberline Rd,Fort Collins,,"Contact us at 970-546-0170. Frequently worked with the SBA, and we are considered a 7a lender. All of our locations will be able to process the Paycheck Protection Program. Additional borrower information can be found here",,,,,,,,,,,,,,,,,,,,,323,3d6eed32e2d79903260e7472ee75ead6d74a866c,POINT (-105.039312 40.543578)
Rainbow WoRx Wellness,Health & Wellness,https://rww.abmp.com/,4236 McWhinney Blvd,Loveland,M-F 8:00a-6:00p,https://www.facebook.com/rainbowworxwellness/,Subscribe to our monthly newsletter!,,,,,,true,true,,,,,,,,,,,Gift Cards,Delivery,338,f1ddfae9ff725a41080500c0c4945541fdaeb196,POINT (-105.016237 40.409196)
Eldorado Natural Spring Water,Business & Professional,,,Fort Collins,,"Contact us at 303-995-8130. Providing prompt and efficient delivery of various products. By the way, Eldorado is a 7 time national and international award winning water for taste and quality. Please call if you have any questions regarding custom labels or our delivery plans, as low as $19.95 per month",,,,,,,,true,,,,,,,,,,,,Delivery,122,63404ecc1453c3a23d43f2e58ba3cf4382555972,POINT (-105.082459 40.588972)
Wilbur's Total Beverage,Restaurant/Bar,https://www.wilburstotalbeverage.com/,2201 S College Ave,Fort Collins,,"Contact us at 970-226-8662. In store shopping available, we will be complying with state and county requirements to limit the number of customers in our store, for your safety. or will deliver to you! Visit our online store.",,,,,,,,true,true,true,,,,,,,,,,"Delivery, Order Online, Take-Out",470,504105d6de6cb37a3ebac489f7e9b672279ee403,POINT (-105.077102 40.559098)
STAR OF INDIA,Restaurant/Bar,http://www.starofindiaftcollins.com/,"2900 HARVARD STREET, STE B",Fort Collins,WED-MON 4PM-9PM; CLOSED ON TUEDAY,"PLEASE RATE US & LIKE US ON SOCIAL MEDIA, WE OFFER TEAM SERVED ALL YOU CAN EAT LUNCH BUFFET!, WE ARE OPEN FOR DINE IN INSIDE, OUR PATIO IS OPEN! COME IN!",https://www.facebook.com/starftco/,,,,,,true,true,true,true,true,true,true,true,,,,,Gift Cards,"Delivery, DoorDash, GrubHub, NoCoNosh, Order Online, Postmates, Take-Out",355,c357b7532ea030b7881bb7c7569a4742f01231d4,POINT (-105.076033 40.548879)
Comet Chicken,Restaurant/Bar,http://cometchicken.com/,126 W Mountain Ave,Fort Collins,Reopening May 8th @11am-9pm,"Contact us at 970-689-3464. Dine-In, Takeout, and Delivery, Hours of operation are 11 a.m.-9 p.m., seven days a week. The menu features chicken tender baskets, sandwiches (original, Nashville hot, buffalo), house salad, fries, side salad, and brownies. Guests may pick up their favorites through carryout, newly instituted curbside pickup, or delivery from NoCo NOSH, and GrubHub. Comet Chicken has also launched online ordering to accommodate contactless ordering and payment.",,,,,,,true,true,true,true,true,,true,true,,,,,Gift Cards,"Delivery, GrubHub, NoCoNosh, Order Online, Postmates, Take-Out",83,ecc7df6285490b3ad3ce0c4002f6ed0a7e0bf0b9,POINT (-105.077877 40.587107)
Panino's,Restaurant/Bar,https://fortcollinspaninos.com/,310 W Prospect Rd,Fort Collins,"Mon-Fri 11am-8pm, Sat/Sun 3-8pm",(970) 498-8292 Free roll of TP with every Order,,,,,,,true,,true,,,true,true,,,,,,Gift Cards,"DoorDash, GrubHub, Take-Out",310,a845623e2fbb0f7ff85c72eb6bf4ce929318f6f3,POINT (-105.082675 40.567136)
